ID,Gender,FTE,Emp Type,Department,Branch,Salary,Leave Balance,Date of Join,Date of Birth,Tenure,Tenure Group,Age
EMP1811,MALE  ,1,Permanent,Alpha,Chocolatiers,"$87,680 ",8,7-Apr-21,7-May-68,5.11,4. 2 or more years.,58.07
EMP10496,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$48,230 ",17,17-May-22,25-Oct-92,4,4. 2 or more years.,33.58
EMP26439,FEMALE,1,Other,Beta,Legal,"$85,175 ",21,27-Jul-22,27-Dec-19,3.81,4. 2 or more years.,106.46
EMP22152,FEMALE,1,Permanent,Gamma,Powders,"$104,485 ",13,12-Feb-21,20-May-67,5.26,4. 2 or more years.,59.03
EMP12938,FEMALE,1,Permanent,Zeta,Accounting,"$101,170 ",16,9-Jun-22,27-Feb-78,3.94,4. 2 or more years.,48.25
EMP24072,FEMALE,1,Other,Beta,Legal,"$77,220 ",23,16-May-22,23-Dec-19,4.01,4. 2 or more years.,106.47
EMP26308,MALE  ,1,Other,Zeta,Accounts Payable,"$86,805 ",9,25-Jul-22,8-Dec-19,3.81,4. 2 or more years.,106.51
EMP8543,FEMALE,1,Permanent,Delta,Plantation,"$113,720 ",11,18-Apr-22,22-Dec-90,4.08,4. 2 or more years.,35.42
EMP12453,FEMALE,1,Permanent,Gamma,Chocolatiers,"$109,645 ",8,2-Jun-22,24-Jun-83,3.96,4. 2 or more years.,42.93
EMP17665,MALE  ,1,Permanent,Eta,IT Support,"$86,720 ",19,13-Jul-22,3-Apr-70,3.85,4. 2 or more years.,56.16
EMP18896,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$80,610 ",6,22-Jul-22,15-Jan-70,3.82,4. 2 or more years.,56.37
EMP7018,FEMALE,1,Permanent,Gamma,Chocolatiers,"$66,140 ",16,14-Mar-22,29-Dec-73,4.18,4. 2 or more years.,52.42
EMP7461,MALE  ,1,Permanent,Gamma,Chocolatiers,"$85,585 ",16,22-Mar-22,13-Jun-71,4.16,4. 2 or more years.,54.96
EMP19117,MALE  ,1,Fixed Term,Beta,Training and Empowerment,"$70,930 ",13,25-Jul-22,17-Nov-79,3.81,4. 2 or more years.,46.53
EMP1565,MALE  ,0.8,Permanent,Gamma,Chocolatiers,"$68,320 ",14,16-Dec-20,17-Sep-50,5.42,4. 2 or more years.,75.72
EMP4745,FEMALE,1,Permanent,Alpha,Chocolatiers,"$86,225 ",15,26-Nov-21,2-May-83,4.47,4. 2 or more years.,43.07
EMP24627,FEMALE,1,Other,Zeta,Accounting,"$55,010 ",23,27-Jun-22,14-Dec-19,3.89,4. 2 or more years.,106.5
EMP13954,FEMALE,1,Permanent,Beta,Legal,"$72,640 ",19,16-Jun-22,17-Mar-75,3.92,4. 2 or more years.,51.2
EMP7086,FEMALE,1,Permanent,Beta,Training and Empowerment,"$75,665 ",18,15-Mar-22,10-Oct-80,4.18,4. 2 or more years.,45.63
EMP14395,FEMALE,1,Permanent,Epsilon,Financial Strategy,"$79,960 ",19,20-Jun-22,7-Dec-19,3.91,4. 2 or more years.,106.52
EMP7080,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$61,770 ",10,15-Mar-22,7-Feb-87,4.18,4. 2 or more years.,39.3
EMP14889,MALE  ,1,Permanent,Alpha,Plantation,"$52,415 ",10,22-Jun-22,30-Sep-71,3.9,4. 2 or more years.,54.67
EMP10741,MALE  ,1,Permanent,Zeta,Accounting,"$57,370 ",8,16-May-22,11-Sep-78,4.01,4. 2 or more years.,47.71
EMP9986,MALE  ,1,Permanent,Beta,Legal,"$48,230 ",11,9-May-22,6-Aug-85,4.02,4. 2 or more years.,40.81
EMP13368,FEMALE,1,Permanent,Epsilon,Controlling,"$62,995 ",17,15-Jun-22,6-Jul-81,3.92,4. 2 or more years.,44.89
EMP15594,FEMALE,1,Permanent,Epsilon,Financial Strategy,"$76,995 ",9,28-Jun-22,3-Feb-89,3.89,4. 2 or more years.,37.31
EMP25747,MALE  ,1,Other,Alpha,Recipe Makers,"$72,490 ",9,12-Jul-22,29-Nov-19,3.85,4. 2 or more years.,106.54
EMP3773,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$57,705 ",6,31-Aug-21,20-Nov-68,4.71,4. 2 or more years.,57.53
EMP4065,FEMALE,0.8,Permanent,Alpha,Cocoa Sales,"$80,000 ",8,13-Dec-21,7-Feb-56,4.43,4. 2 or more years.,70.32
EMP25622,FEMALE,1,Other,Epsilon,Financial Strategy,"$79,610 ",11,11-Jul-22,25-Nov-19,3.85,4. 2 or more years.,106.55
EMP12898,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$71,770 ",6,10-Jun-22,9-Aug-88,3.94,4. 2 or more years.,37.79
EMP10028,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$83,070 ",8,9-May-22,6-Sep-77,4.02,4. 2 or more years.,48.73
EMP2677,FEMALE,0.8,Permanent,Delta,Fruits & Vegetables,"$69,195 ",14,15-Jun-21,30-Jun-59,4.92,4. 2 or more years.,66.93
EMP4042,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$78,815 ",15,13-Sep-21,7-Mar-64,4.68,4. 2 or more years.,62.24
EMP22446,FEMALE,1,Permanent,Gamma,Cake Design,"$63,425 ",17,4-Jun-21,14-Apr-71,4.95,4. 2 or more years.,55.13
EMP5406,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$74,410 ",23,20-Dec-21,13-Sep-79,4.41,4. 2 or more years.,46.71
EMP6401,MALE  ,1,Permanent,Beta,Remuneration and Analytics,"$83,805 ",18,28-Feb-22,18-Jul-69,4.22,4. 2 or more years.,56.87
EMP21108,MALE  ,1,Permanent,Gamma,Cake Design,"$56,920 ",9,1-Jul-21,9-Mar-75,4.88,4. 2 or more years.,51.22
EMP10922,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$87,400 ",14,20-May-22,15-Apr-80,3.99,4. 2 or more years.,46.12
EMP8385,MALE  ,1,Permanent,Delta,Fruits & Vegetables,"$97,565 ",10,18-Apr-22,13-May-80,4.08,4. 2 or more years.,46.04
EMP21524,FEMALE,1,Permanent,Gamma,Cake Design,"$64,860 ",18,7-Jan-22,19-Nov-85,4.36,4. 2 or more years.,40.52
EMP14299,FEMALE,1,Permanent,Beta,Onboarding,"$50,305 ",8,20-Jun-22,24-Nov-81,3.91,4. 2 or more years.,44.51
EMP4853,MALE  ,1,Permanent,Zeta,Service Quality Assurance,"$102,665 ",12,6-Dec-21,18-Apr-82,4.45,4. 2 or more years.,44.11
EMP10967,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$97,480 ",18,20-May-22,27-Oct-86,3.99,4. 2 or more years.,39.58
EMP9407,MALE  ,1,Permanent,Alpha,Chocolatiers,"$81,700 ",12,5-May-22,19-Aug-70,4.04,4. 2 or more years.,55.78
EMP3179,FEMALE,1,Permanent,Epsilon,Controlling,"$48,230 ",21,28-Jul-21,23-Apr-70,4.81,4. 2 or more years.,56.1
EMP10599,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$57,705 ",20,17-May-22,7-Nov-19,4,4. 2 or more years.,106.6
EMP12772,MALE  ,0.79,Fixed Term,Gamma,Chocolatiers,"$77,940 ",16,9-Jun-22,20-May-60,3.94,4. 2 or more years.,66.04
EMP17097,FEMALE,1,Fixed Term,Beta,Onboarding,"$59,545 ",18,11-Jul-22,21-Aug-57,3.85,4. 2 or more years.,68.78
EMP23234,FEMALE,1,Permanent,Gamma,Powders,"$67,060 ",12,9-Dec-21,25-Nov-90,4.44,4. 2 or more years.,35.5
EMP13559,MALE  ,1,Permanent,Gamma,Web Design,"$83,170 ",19,15-Jun-22,24-Feb-89,3.92,4. 2 or more years.,37.25
EMP18980,FEMALE,0,Other,Zeta,Accounts Payable,"$86,950 ",7,21-Jul-22,8-Nov-96,3.82,4. 2 or more years.,29.54
EMP19628,MALE  ,1,Fixed Term,Alpha,Cocoa Sales,"$97,995 ",-1,27-Jul-22,29-Feb-92,3.81,4. 2 or more years.,34.24
EMP3065,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$64,720 ",13,7-Feb-22,31-Oct-88,4.27,4. 2 or more years.,37.57
EMP80,MALE  ,1,Permanent,Alpha,Recipe Makers,"$98,300 ",11,30-Jul-20,30-Jul-60,5.8,4. 2 or more years.,65.84
EMP1050,FEMALE,1,Permanent,Alpha,Chocolatiers,"$74,540 ",21,15-Feb-21,2-Jul-79,5.25,4. 2 or more years.,46.91
EMP23884,FEMALE,1,Other,Beta,Legal,"$86,470 ",13,5-Apr-22,15-Dec-19,4.12,4. 2 or more years.,106.49
EMP22049,MALE  ,1,Permanent,Beta,Human Resources,"$88,695 ",12,30-Nov-20,22-Mar-71,5.46,4. 2 or more years.,55.19
EMP14988,MALE  ,1,Fixed Term,Gamma,App Design,"$76,135 ",8,27-Jun-22,6-May-87,3.89,4. 2 or more years.,39.06
EMP22232,MALE  ,0.6,Permanent,Gamma,Web Design,"$49,580 ",8,19-Mar-21,15-Nov-42,5.16,4. 2 or more years.,83.56
EMP16169,FEMALE,1,Permanent,Alpha,Plantation,"$71,155 ",11,4-Jul-22,13-Apr-91,3.87,4. 2 or more years.,35.12
EMP18100,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$74,825 ",4,18-Jul-22,13-Nov-83,3.83,4. 2 or more years.,42.54
EMP12846,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$55,705 ",23,7-Jun-22,13-Apr-86,3.95,4. 2 or more years.,40.12
EMP25111,MALE  ,1,Other,Gamma,Powders,"$62,510 ",7,29-Jun-22,18-Nov-19,3.88,4. 2 or more years.,106.57
EMP19267,MALE  ,1,Permanent,Gamma,Cake Design,"$58,150 ",12,25-Jul-22,20-Dec-19,3.81,4. 2 or more years.,106.48
EMP1732,FEMALE,1,Permanent,Alpha,Plantation,"$83,170 ",18,28-May-20,18-Oct-63,5.97,4. 2 or more years.,62.62
EMP770,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$72,030 ",8,8-Feb-21,9-Apr-78,5.27,4. 2 or more years.,48.14
EMP12123,MALE  ,1,Permanent,Gamma,Chocolatiers,"$84,570 ",7,30-May-22,9-Sep-84,3.97,4. 2 or more years.,41.71
EMP7151,FEMALE,1,Permanent,Zeta,Accounts Payable,"$85,355 ",12,14-Mar-22,6-Apr-85,4.18,4. 2 or more years.,41.14
EMP25216,FEMALE,1,Other,Gamma,Game Development,"$90,830 ",6,1-Jul-22,5-Dec-19,3.88,4. 2 or more years.,106.52
EMP8396,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$87,005 ",13,18-Apr-22,24-Feb-65,4.08,4. 2 or more years.,61.27
EMP25466,MALE  ,1,Other,Beta,Legal,"$89,150 ",7,8-Jul-22,22-Dec-19,3.86,4. 2 or more years.,106.47
EMP19244,MALE  ,0.8,Permanent,Gamma,Web Design,"$75,765 ",5,22-Jul-22,30-Mar-62,3.82,4. 2 or more years.,64.18
EMP9408,MALE  ,1,Permanent,Zeta,Service Quality Assurance,"$53,995 ",9,2-May-22,25-Sep-83,4.04,4. 2 or more years.,42.67
EMP14899,FEMALE,1,Permanent,Gamma,Chocolatiers,"$65,485 ",13,23-Jun-22,16-Aug-75,3.9,4. 2 or more years.,50.79
EMP19330,FEMALE,1,Permanent,Gamma,Powders,"$91,840 ",11,22-Jul-22,16-Oct-72,3.82,4. 2 or more years.,53.62
EMP19156,FEMALE,1,Permanent,Gamma,Chocolatiers,"$54,940 ",9,25-Jul-22,9-Mar-89,3.81,4. 2 or more years.,37.21
EMP17981,FEMALE,0,Other,Alpha,Cocoa Sales,"$48,230 ",8,18-Jul-22,23-Jan-97,3.83,4. 2 or more years.,29.33
EMP14770,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$54,080 ",12,27-Jun-22,29-Jan-94,3.89,4. 2 or more years.,32.32
EMP15114,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$88,585 ",10,13-Jun-22,28-Dec-19,3.93,4. 2 or more years.,106.46
EMP13908,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$74,965 ",8,16-Jun-22,10-Mar-77,3.92,4. 2 or more years.,49.22
EMP24962,FEMALE,1,Other,Alpha,Cocoa Sales,"$77,360 ",9,29-Jun-22,2-Nov-19,3.88,4. 2 or more years.,106.61
EMP15091,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$80,285 ",15,23-Jun-22,19-Nov-19,3.9,4. 2 or more years.,106.56
EMP22986,MALE  ,1,Permanent,Gamma,Cake Design,"$67,995 ",5,22-Oct-21,9-Jun-68,4.57,4. 2 or more years.,57.98
EMP5990,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$73,370 ",14,10-Feb-22,6-Nov-90,4.27,4. 2 or more years.,35.55
EMP12213,MALE  ,1,Permanent,Beta,Legal,"$64,475 ",28,31-May-22,23-Feb-78,3.96,4. 2 or more years.,48.26
EMP11457,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$58,820 ",13,29-Mar-22,19-Dec-19,4.14,4. 2 or more years.,106.48
EMP18577,FEMALE,0.8,Permanent,Beta,Onboarding,"$95,845 ",16,19-Jul-22,24-Dec-19,3.83,4. 2 or more years.,106.47
EMP7661,FEMALE,0.9,Permanent,Gamma,App Design,"$67,520 ",12,23-May-22,29-Aug-80,3.99,4. 2 or more years.,45.75
EMP21294,MALE  ,1,Permanent,Zeta,Accounting,"$55,070 ",12,13-Sep-21,25-Sep-57,4.68,4. 2 or more years.,68.69
EMP11852,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$81,865 ",7,27-May-22,15-Jan-94,3.98,4. 2 or more years.,32.36
EMP26103,MALE  ,1,Other,Beta,Training and Empowerment,"$75,760 ",8,18-Jul-22,18-Nov-19,3.83,4. 2 or more years.,106.57
EMP24765,FEMALE,1,Other,Delta,Plantation,"$78,925 ",9,30-Jun-22,31-Dec-19,3.88,4. 2 or more years.,106.45
EMP19635,MALE  ,1,Permanent,Zeta,Services,"$83,905 ",8,28-Jul-22,2-Jan-88,3.81,4. 2 or more years.,38.4
EMP26749,FEMALE,1,Other,Beta,Employee Relations,"$89,590 ",20,29-Jul-22,28-Nov-19,3.8,4. 2 or more years.,106.54
EMP20993,FEMALE,1,Permanent,Gamma,Cake Design,"$48,230 ",2,12-May-21,30-Sep-57,5.02,4. 2 or more years.,68.67
EMP11498,MALE  ,1,Permanent,Beta,Legal,"$48,230 ",17,26-May-22,12-Oct-83,3.98,4. 2 or more years.,42.62
EMP16566,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$50,370 ",8,6-Jul-22,14-Dec-19,3.87,4. 2 or more years.,106.5
EMP183,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$82,835 ",14,30-Sep-19,4-Feb-68,6.63,4. 2 or more years.,58.32
EMP24818,FEMALE,1,Other,Gamma,Chocolatiers,"$76,425 ",20,27-Jun-22,7-Nov-19,3.89,4. 2 or more years.,106.6
EMP12264,MALE  ,1,Permanent,Alpha,Chocolatiers,"$57,865 ",-1,1-Jun-22,13-Dec-84,3.96,4. 2 or more years.,41.45
EMP16985,FEMALE,1,Fixed Term,Alpha,Cocoa Sales,"$65,565 ",13,11-Jul-22,27-Oct-70,3.85,4. 2 or more years.,55.59
EMP19954,FEMALE,1,Permanent,Epsilon,Forecasting,"$68,265 ",15,19-Jul-22,21-Nov-19,3.83,4. 2 or more years.,106.56
EMP1064,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$84,660 ",16,6-Dec-21,22-Nov-76,4.45,4. 2 or more years.,49.52
EMP1185,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$83,450 ",13,1-Mar-21,30-Jun-74,5.21,4. 2 or more years.,51.92
EMP14393,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$73,555 ",9,20-Jun-22,9-Nov-89,3.91,4. 2 or more years.,36.54
EMP6477,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$75,155 ",8,4-Apr-22,27-May-90,4.12,4. 2 or more years.,36
EMP13188,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$48,230 ",7,13-Jun-22,1-Jan-20,3.93,4. 2 or more years.,106.45
EMP24644,MALE  ,1,Other,Gamma,Powders,"$80,495 ",22,27-Jun-22,21-Dec-19,3.89,4. 2 or more years.,106.48
EMP1368,FEMALE,1,Fixed Term,Epsilon,Financial Strategy,"$111,075 ",9,10-May-22,29-Dec-51,4.02,4. 2 or more years.,74.43
EMP5597,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$80,285 ",8,11-Jan-22,6-Oct-86,4.35,4. 2 or more years.,39.64
EMP4206,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$73,215 ",10,27-Sep-21,22-Jul-83,4.64,4. 2 or more years.,42.85
EMP9779,MALE  ,1,Permanent,Beta,Legal,"$62,760 ",15,9-May-22,22-Nov-54,4.02,4. 2 or more years.,71.53
EMP19208,FEMALE,1,Permanent,Gamma,Chocolatiers,"$109,465 ",7,25-Jul-22,26-Nov-94,3.81,4. 2 or more years.,31.49
EMP13592,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$61,120 ",13,6-Jun-22,18-Dec-19,3.95,4. 2 or more years.,106.48
EMP23680,MALE  ,1,Fixed Term,Delta,South American Support Group,"$77,000 ",9,21-Feb-22,19-Feb-57,4.24,4. 2 or more years.,69.28
EMP15410,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$72,350 ",14,28-Jun-22,30-Mar-76,3.89,4. 2 or more years.,50.16
EMP26493,FEMALE,1,Other,Gamma,Web Design,"$70,540 ",20,27-Jul-22,9-Nov-19,3.81,4. 2 or more years.,106.59
EMP3376,MALE  ,1,Permanent,Beta,Training and Empowerment,"$91,065 ",23,16-Aug-21,17-Apr-67,4.75,4. 2 or more years.,59.12
EMP406,FEMALE,1,Permanent,Alpha,Chocolatiers,"$80,390 ",16,6-Oct-20,6-Dec-77,5.61,4. 2 or more years.,48.48
EMP14136,FEMALE,1,Permanent,Alpha,Chocolatiers,"$71,225 ",8,17-Jun-22,6-Mar-95,3.92,4. 2 or more years.,31.22
EMP12714,FEMALE,1,Permanent,Gamma,Powders,"$77,200 ",18,6-Jun-22,20-May-53,3.95,4. 2 or more years.,73.04
EMP12332,FEMALE,1,Permanent,Alpha,Plantation,"$86,330 ",18,1-Jun-22,20-Jul-82,3.96,4. 2 or more years.,43.85
EMP22012,MALE  ,1,Permanent,Delta,South American Support Group,"$77,330 ",10,2-Oct-20,16-Mar-60,5.62,4. 2 or more years.,66.21
EMP26574,FEMALE,1,Other,Beta,Training and Empowerment,"$59,095 ",9,28-Jul-22,16-Nov-19,3.81,4. 2 or more years.,106.57
EMP17427,FEMALE,1,Fixed Term,Gamma,Web Design,"$93,080 ",6,13-Jul-22,10-Jan-79,3.85,4. 2 or more years.,47.38
EMP1890,MALE  ,1,Permanent,Alpha,Plantation,"$108,025 ",20,15-Apr-21,30-Dec-66,5.09,4. 2 or more years.,59.42
EMP25238,FEMALE,1,Other,Gamma,Chocolatiers,"$48,230 ",12,30-Jun-22,23-Dec-19,3.88,4. 2 or more years.,106.47
EMP18887,FEMALE,1,Fixed Term,Epsilon,Forecasting,"$81,045 ",18,20-Jul-22,1-Oct-73,3.83,4. 2 or more years.,52.66
EMP17507,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$85,740 ",20,14-Jul-22,5-Jul-95,3.84,4. 2 or more years.,30.89
EMP2762,FEMALE,1,Permanent,Alpha,Plantation,"$92,945 ",11,21-Jun-21,16-Dec-70,4.91,4. 2 or more years.,55.45
EMP12681,MALE  ,1,Permanent,Eta,IT Support,"$48,230 ",12,7-Jun-22,23-Jan-89,3.95,4. 2 or more years.,37.34
EMP7041,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$86,405 ",11,14-Mar-22,28-Jul-91,4.18,4. 2 or more years.,34.83
EMP21353,FEMALE,1,Permanent,Gamma,Cake Design,"$81,790 ",14,1-Nov-21,5-Apr-56,4.54,4. 2 or more years.,70.16
EMP3143,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$85,045 ",15,26-Jul-21,26-Aug-67,4.81,4. 2 or more years.,58.76
EMP18670,FEMALE,1,Permanent,Zeta,Accounting,"$48,230 ",5,22-Jul-22,27-Sep-77,3.82,4. 2 or more years.,48.67
EMP26693,MALE  ,1,Other,Gamma,Web Design,"$74,430 ",11,29-Jul-22,22-Nov-19,3.8,4. 2 or more years.,106.56
EMP2624,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$94,370 ",5,7-Jun-21,9-Jul-73,4.95,4. 2 or more years.,52.89
EMP7145,MALE  ,1,Permanent,Zeta,Benchmarking,"$70,955 ",20,16-Mar-22,9-Nov-75,4.17,4. 2 or more years.,50.55
EMP5265,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$61,300 ",21,20-Dec-21,5-Feb-77,4.41,4. 2 or more years.,49.31
EMP22,MALE  ,1,Permanent,Alpha,Recipe Makers,"$72,050 ",7,14-Oct-19,11-Sep-61,6.59,4. 2 or more years.,64.72
EMP16828,FEMALE,1,Permanent,Alpha,Chocolatiers,"$105,590 ",9,7-Jul-22,9-Jun-93,3.86,4. 2 or more years.,32.96
EMP17273,FEMALE,1,Fixed Term,Gamma,App Design,"$93,440 ",17,14-Jul-22,31-May-95,3.84,4. 2 or more years.,30.98
EMP8885,MALE  ,1,Permanent,Delta,Plantation,"$48,230 ",6,26-Apr-22,14-Nov-76,4.06,4. 2 or more years.,49.54
EMP25553,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$67,695 ",10,11-Jul-22,17-Nov-19,3.85,4. 2 or more years.,106.57
EMP8081,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$69,675 ",3,11-Apr-22,26-Aug-88,4.1,4. 2 or more years.,37.75
EMP19852,FEMALE,1,Permanent,Delta,Fruits & Vegetables,"$71,250 ",23,26-Jul-22,19-Sep-76,3.81,4. 2 or more years.,49.69
EMP14162,MALE  ,1,Permanent,Alpha,Chocolatiers,"$48,230 ",8,20-Jun-22,29-Jul-92,3.91,4. 2 or more years.,33.82
EMP11898,MALE  ,1,Permanent,Delta,Fruits & Vegetables,"$63,845 ",12,27-May-22,14-Nov-84,3.98,4. 2 or more years.,41.53
EMP26265,MALE  ,1,Other,Beta,Training and Empowerment,"$99,680 ",21,21-Jul-22,20-Nov-19,3.82,4. 2 or more years.,106.56
EMP1126,FEMALE,1,Permanent,Alpha,Plantation,"$93,105 ",13,23-Feb-21,30-Apr-64,5.23,4. 2 or more years.,62.09
EMP20757,MALE  ,1,Permanent,Beta,Legal,"$91,695 ",14,24-Dec-21,16-Mar-66,4.4,4. 2 or more years.,60.21
EMP4502,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$99,045 ",35,25-Oct-21,27-May-82,4.56,4. 2 or more years.,44
EMP6611,FEMALE,0.8,Permanent,Beta,Employee Relations,"$81,335 ",9,4-Mar-22,12-Apr-85,4.21,4. 2 or more years.,41.12
EMP16449,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$92,595 ",6,4-Jul-22,28-Sep-92,3.87,4. 2 or more years.,33.65
EMP15670,FEMALE,1,Permanent,Gamma,Chocolatiers,"$73,420 ",14,30-Jun-22,20-Apr-90,3.88,4. 2 or more years.,36.1
EMP6657,MALE  ,0.8,Fixed Term,Gamma,Game Development,"$87,245 ",17,2-Mar-22,8-Jul-62,4.21,4. 2 or more years.,63.9
EMP12683,FEMALE,0.79,Permanent,Gamma,Powders,"$48,230 ",17,6-Jun-22,22-Jan-93,3.95,4. 2 or more years.,33.34
EMP7798,FEMALE,1,Permanent,Beta,Legal,"$48,230 ",24,1-Apr-22,10-Aug-68,4.13,4. 2 or more years.,57.81
EMP21331,FEMALE,1,Permanent,Gamma,Chocolatiers,"$61,920 ",7,24-Sep-21,2-Apr-86,4.65,4. 2 or more years.,40.15
EMP2069,FEMALE,0.79,Permanent,Alpha,Plantation,"$76,845 ",12,29-Apr-21,18-Jan-77,5.05,4. 2 or more years.,49.36
EMP11495,MALE  ,1,Permanent,Gamma,Chocolatiers,"$80,850 ",18,24-May-22,2-Dec-73,3.98,4. 2 or more years.,52.49
EMP21380,MALE  ,1,Permanent,Zeta,Accounting,"$74,365 ",1,8-Nov-21,26-Mar-59,4.52,4. 2 or more years.,67.19
EMP6004,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$95,250 ",19,11-Feb-22,21-Feb-86,4.26,4. 2 or more years.,40.26
EMP15503,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$51,745 ",11,27-Jun-22,16-Jul-85,3.89,4. 2 or more years.,40.86
EMP7417,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$66,905 ",4,18-Mar-22,20-Dec-82,4.17,4. 2 or more years.,43.44
EMP23308,MALE  ,1,Permanent,Gamma,Web Design,"$74,635 ",17,24-Dec-21,2-Jun-85,4.4,4. 2 or more years.,40.98
EMP10324,MALE  ,1,Permanent,Zeta,Accounting,"$55,220 ",14,16-May-22,19-Jan-90,4.01,4. 2 or more years.,36.35
EMP8872,MALE  ,0.5,Permanent,Alpha,Chocolatiers,"$50,665 ",20,11-May-22,5-Feb-65,4.02,4. 2 or more years.,61.32
EMP15461,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$87,580 ",7,29-Jun-22,27-Nov-19,3.88,4. 2 or more years.,106.54
EMP22192,FEMALE,0.84,Permanent,Delta,South American Support Group,"$74,360 ",23,10-Mar-21,5-Jan-75,5.19,4. 2 or more years.,51.4
EMP19103,FEMALE,1,Permanent,Gamma,Powders,"$93,665 ",20,25-Jul-22,5-Jun-91,3.81,4. 2 or more years.,34.97
EMP13575,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$81,390 ",7,14-Jun-22,22-Sep-78,3.93,4. 2 or more years.,47.68
EMP10166,MALE  ,1,Permanent,Gamma,Cake Design,"$66,200 ",15,11-May-22,21-Dec-70,4.02,4. 2 or more years.,55.44
EMP10855,MALE  ,1,Permanent,Gamma,Web Design,"$85,590 ",3,18-May-22,13-Feb-66,4,4. 2 or more years.,60.3
EMP17542,MALE  ,1,Permanent,Zeta,Services,"$81,065 ",17,15-Jul-22,4-Apr-91,3.84,4. 2 or more years.,35.14
EMP3891,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$116,950 ",13,31-Aug-21,16-Dec-80,4.71,4. 2 or more years.,45.45
EMP9460,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$65,930 ",12,3-May-22,21-Dec-19,4.04,4. 2 or more years.,106.48
EMP13269,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$92,750 ",10,13-Jun-22,17-Nov-69,3.93,4. 2 or more years.,56.53
EMP13643,FEMALE,1,Permanent,Gamma,Web Design,"$75,900 ",5,14-Jun-22,13-Jun-89,3.93,4. 2 or more years.,36.95
EMP7672,FEMALE,1,Permanent,Beta,Human Resources,"$59,490 ",19,28-Mar-22,24-Apr-90,4.14,4. 2 or more years.,36.09
EMP17678,FEMALE,1,Permanent,Gamma,Powders,"$66,230 ",6,14-Jul-22,26-Oct-93,3.84,4. 2 or more years.,32.58
EMP15003,FEMALE,0.83,Permanent,Alpha,Plantation,"$83,145 ",20,27-Jun-22,27-Nov-75,3.89,4. 2 or more years.,50.5
EMP17616,MALE  ,1,Permanent,Gamma,Chocolatiers,"$89,965 ",8,12-Jul-22,20-Apr-88,3.85,4. 2 or more years.,38.1
EMP21827,FEMALE,1,Permanent,Gamma,Web Design,"$68,955 ",14,29-Jun-20,26-May-65,5.88,4. 2 or more years.,61.02
EMP15164,MALE  ,1,Permanent,Delta,Plantation,"$96,295 ",10,27-Jun-22,30-Sep-91,3.89,4. 2 or more years.,34.65
